"","id","Cm","dN","dC","Whale_1","Whale","Sex","Status","Talla_fetus_(cm)","Sexe_fetus","Length","Talla_(peus)","Data_capt","Lat","Long","Edat","Year","days","rev_days","sample_date","year.x","year_rev","Year_from_sample_date","Year_month","Month_from_sample_date","Species","region","year.y","d13c.uncor","Laws.cor","Suess.cor","net.cor","d13c.cor","measured","measured_date_formatted","month_f","year_f","whale_id","julian_day","sample_ID","mean_NAO_linear_start_m","mean_NAO_linear_end_m","mean_AMO_linear_start_m","mean_AMO_linear_end_m","mean_AMOC_linear_start_m","mean_AMOC_linear_end_m","overall_start","overall_end","mean_NAO_start_m_int","mean_NAO_start_m_date","mean_NAO_end_m_int","mean_NAO_end_m_date","mean_AMO_start_m_int","mean_AMO_start_m_date","mean_AMO_end_m_int","mean_AMO_end_m_date","mean_AMOC_start_m_int","mean_AMOC_start_m_date","mean_AMOC_end_m_int","mean_AMOC_end_m_date","overall_start_int","overall_start_date","overall_end_int","overall_end_date","mean_NAO_dC","mean_AMO_dC","mean_AMOC_dC","mean_NAO","mean_AMO","mean_AMOC"
"35",35,30,8.17421460777176,-19.3614733344312,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,776.15625,-205.453125,2012-12-29,2012,2011-06-07,"2011","2011/06","06","fin","Subpolar North Atlantic",2011,-19.3614733344312,-0.008,-0.347,-0.355,-19.716,2011-06-07,"07/06/2011","06","2011","F13065",157,35,2009-06-07,2010-12-07,2010-08-07,2010-09-07,2008-09-07,2009-07-07,2008-06-07,2011-06-07,2009-06-07,2009-06-07,2010-12-07,2010-12-07,2010-08-07,2010-08-07,2010-09-07,2010-09-07,2008-09-07,2008-09-07,2009-07-07,2009-07-07,2008-06-07,2008-06-07,2011-06-07,2011-06-07,-1.05277777777778,0.428,17.2803696505611,-0.576944444444444,0.139444444444444,15.519444189541
"36",36,31,8.58400271141971,-19.8113215758312,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,798.984375,-182.625,2013-01-21,2013,2011-05-16,"2011","2011/05","05","fin","Subpolar North Atlantic",2011,-19.8113215758312,-0.008,-0.347,-0.355,-20.166,2011-05-16,"16/05/2011","05","2011","F13065",135,36,2009-05-16,2010-11-16,2010-07-16,2010-08-16,2008-08-16,2009-06-16,2008-05-16,2011-05-16,2009-05-16,2009-05-16,2010-11-16,2010-11-16,2010-07-16,2010-07-16,2010-08-16,2010-08-16,2008-08-16,2008-08-16,2009-06-16,2009-06-16,2008-05-16,2008-05-16,2011-05-16,2011-05-16,-1.00333333333333,0.505,17.0207770856651,-0.58,0.141638888888889,15.593307625408
"37",37,32,8.72832397157335,-19.6250721908172,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,821.8125,-159.796875,2013-02-13,2013,2011-04-23,"2011","2011/04","04","fin","Subpolar North Atlantic",2011,-19.6250721908172,-0.008,-0.347,-0.355,-19.98,2011-04-23,"23/04/2011","04","2011","F13065",112,37,2009-04-23,2010-10-23,2010-06-23,2010-07-23,2008-07-23,2009-05-23,2008-04-23,2011-04-23,2009-04-23,2009-04-23,2010-10-23,2010-10-23,2010-06-23,2010-06-23,2010-07-23,2010-07-23,2008-07-23,2008-07-23,2009-05-23,2009-05-23,2008-04-23,2008-04-23,2011-04-23,2011-04-23,-0.811666666666667,0.429,17.3070558800869,-0.622777777777778,0.142222222222222,15.5665938525096
"38",38,33,9.38777732088855,-19.2250940033281,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,844.640625,-136.96875,2013-03-08,2013,2011-03-31,"2011","2011/03","03","fin","Subpolar North Atlantic",2011,-19.2250940033281,-0.008,-0.347,-0.355,-19.58,2011-03-31,"31/03/2011","03","2011","F13065",89,38,2009-03-31,2010-09-30,2010-05-31,2010-06-30,2008-06-30,2009-04-30,2008-03-31,2011-03-31,2009-03-31,2009-03-31,2010-09-30,2010-09-30,2010-05-31,2010-05-31,2010-06-30,2010-06-30,2008-06-30,2008-06-30,2009-04-30,2009-04-30,2008-03-31,2008-03-31,2011-03-31,2011-03-31,-0.803888888888889,0.427,17.4816938206829,-0.73,0.140861111111111,15.4572095251881
"39",39,34,10.1199180202081,-19.0327380811005,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,867.46875,-114.140625,2013-03-30,2013,2011-03-08,"2011","2011/03","03","fin","Subpolar North Atlantic",2011,-19.0327380811005,-0.008,-0.347,-0.355,-19.388,2011-03-08,"08/03/2011","03","2011","F13065",66,39,2009-03-08,2010-09-08,2010-05-08,2010-06-08,2008-06-08,2009-04-08,2008-03-08,2011-03-08,2009-03-08,2009-03-08,2010-09-08,2010-09-08,2010-05-08,2010-05-08,2010-06-08,2010-06-08,2008-06-08,2008-06-08,2009-04-08,2009-04-08,2008-03-08,2008-03-08,2011-03-08,2011-03-08,-0.803888888888889,0.427,17.4816938206829,-0.73,0.140861111111111,15.4572095251881
"40",40,35,10.9995402992468,-18.6490439928475,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,890.296875,-91.3125,2013-04-22,2013,2011-02-13,"2011","2011/02","02","fin","Subpolar North Atlantic",2011,-18.6490439928475,-0.008,-0.347,-0.355,-19.004,2011-02-13,"13/02/2011","02","2011","F13065",43,40,2009-02-13,2010-08-13,2010-04-13,2010-05-13,2008-05-13,2009-03-13,2008-02-13,2011-02-13,2009-02-13,2009-02-13,2010-08-13,2010-08-13,2010-04-13,2010-04-13,2010-05-13,2010-05-13,2008-05-13,2008-05-13,2009-03-13,2009-03-13,2008-02-13,2008-02-13,2011-02-13,2011-02-13,-0.758888888888889,0.439,17.6412493245223,-0.745555555555556,0.14375,15.479489345758
"41",41,36,9.9,-18.7,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,913.125,-68.484375,2013-05-15,2013,2011-01-21,"2011","2011/01","01","fin","Subpolar North Atlantic",2011,-18.7,-0.008,-0.347,-0.355,-19.055,2011-01-21,"21/01/2011","01","2011","F13065",20,41,2009-01-21,2010-07-21,2010-03-21,2010-04-21,2008-04-21,2009-02-21,2008-01-21,2011-01-21,2009-01-21,2009-01-21,2010-07-21,2010-07-21,2010-03-21,2010-03-21,2010-04-21,2010-04-21,2008-04-21,2008-04-21,2009-02-21,2009-02-21,2008-01-21,2008-01-21,2011-01-21,2011-01-21,-0.686111111111111,0.405,17.5318578147214,-0.744722222222222,0.144333333333333,15.5671162364247
"42",42,37,10.6814014629957,-18.7406420510511,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,935.953125,-45.65625,2013-06-07,2013,2010-12-30,"2010","2010/12","12","fin","Subpolar North Atlantic",2010,-18.7406420510511,-0.014,-0.374,-0.388,-19.129,2010-12-30,"30/12/2010","12","2010","F13065",363,42,2008-12-30,2010-06-30,2010-02-28,2010-03-30,2008-03-30,2009-01-30,2007-12-30,2010-12-30,2008-12-30,2008-12-30,2010-06-30,2010-06-30,2010-02-28,2010-02-28,2010-03-30,2010-03-30,2008-03-30,2008-03-30,2009-01-30,2009-01-30,2007-12-30,2007-12-30,2010-12-30,2010-12-30,-0.693333333333333,0.267,17.4514866233007,-0.6875,0.141194444444444,15.7540740514965
"43",43,38,10.3938123825435,-18.891269968986,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,958.78125,-22.828125,2013-06-30,2013,2010-12-07,"2010","2010/12","12","fin","Subpolar North Atlantic",2010,-18.891269968986,-0.014,-0.374,-0.388,-19.279,2010-12-07,"07/12/2010","12","2010","F13065",340,43,2008-12-07,2010-06-07,2010-02-07,2010-03-07,2008-03-07,2009-01-07,2007-12-07,2010-12-07,2008-12-07,2008-12-07,2010-06-07,2010-06-07,2010-02-07,2010-02-07,2010-03-07,2010-03-07,2008-03-07,2008-03-07,2009-01-07,2009-01-07,2007-12-07,2007-12-07,2010-12-07,2010-12-07,-0.693333333333333,0.267,17.4514866233007,-0.6875,0.141194444444444,15.7540740514965
"44",44,39,10.13466617818,-18.8322401092548,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,981.609375,0,2013-07-23,2013,2010-11-14,"2010","2010/11","11","fin","Subpolar North Atlantic",2010,-18.8322401092548,-0.014,-0.374,-0.388,-19.22,2010-11-14,"14/11/2010","11","2010","F13065",317,44,2008-11-14,2010-05-14,2010-01-14,2010-02-14,2008-02-14,2008-12-14,2007-11-14,2010-11-14,2008-11-14,2008-11-14,2010-05-14,2010-05-14,2010-01-14,2010-01-14,2010-02-14,2010-02-14,2008-02-14,2008-02-14,2008-12-14,2008-12-14,2007-11-14,2007-11-14,2010-11-14,2010-11-14,-0.683888888888889,0.157,17.4184622288908,-0.631111111111111,0.138527777777778,16.0875461159039
"45",45,-3,9.86505614200968,-19.3353314249211,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,22.828125,-1004.4375,2010-10-22,2010,2013-06-30,"2013","2013/06","06","fin","Subpolar North Atlantic",2013,-19.3353314249211,-0.006,-0.292,-0.297,-19.633,2013-06-30,"30/06/2013","06","2013","F13066",180,45,2011-06-30,2012-12-30,2012-08-30,2012-09-30,2010-09-30,2011-07-30,2010-06-30,2013-06-30,2011-06-30,2011-06-30,2012-12-30,2012-12-30,2012-08-30,2012-08-30,2012-09-30,2012-09-30,2010-09-30,2010-09-30,2011-07-30,2011-07-30,2010-06-30,2010-06-30,2013-06-30,2013-06-30,-0.251666666666667,0.427,15.535804353241,-0.330555555555556,0.154944444444444,15.9930481336973
"46",46,-2,9.98098595853272,-19.3272045931462,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,45.65625,-981.609375,2010-11-14,2010,2013-06-07,"2013","2013/06","06","fin","Subpolar North Atlantic",2013,-19.3272045931462,-0.006,-0.292,-0.297,-19.625,2013-06-07,"07/06/2013","06","2013","F13066",157,46,2011-06-07,2012-12-07,2012-08-07,2012-09-07,2010-09-07,2011-07-07,2010-06-07,2013-06-07,2011-06-07,2011-06-07,2012-12-07,2012-12-07,2012-08-07,2012-08-07,2012-09-07,2012-09-07,2010-09-07,2010-09-07,2011-07-07,2011-07-07,2010-06-07,2010-06-07,2013-06-07,2013-06-07,-0.251666666666667,0.427,15.535804353241,-0.330555555555556,0.154944444444444,15.9930481336973
"47",47,-1,10.1957081404406,-19.1555252719019,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,68.484375,-958.78125,2010-12-07,2010,2013-05-15,"2013","2013/05","05","fin","Subpolar North Atlantic",2013,-19.1555252719019,-0.006,-0.292,-0.297,-19.453,2013-05-15,"15/05/2013","05","2013","F13066",134,47,2011-05-15,2012-11-15,2012-07-15,2012-08-15,2010-08-15,2011-06-15,2010-05-15,2013-05-15,2011-05-15,2011-05-15,2012-11-15,2012-11-15,2012-07-15,2012-07-15,2012-08-15,2012-08-15,2010-08-15,2010-08-15,2011-06-15,2011-06-15,2010-05-15,2010-05-15,2013-05-15,2013-05-15,-0.31,0.41,15.9587441407864,-0.368055555555556,0.166111111111111,15.9736509312282
"48",48,0,10.1211098237214,-18.958449601361,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,91.3125,-935.953125,2010-12-30,2010,2013-04-22,"2013","2013/04","04","fin","Subpolar North Atlantic",2013,-18.958449601361,-0.006,-0.292,-0.297,-19.256,2013-04-22,"22/04/2013","04","2013","F13066",111,48,2011-04-22,2012-10-22,2012-06-22,2012-07-22,2010-07-22,2011-05-22,2010-04-22,2013-04-22,2011-04-22,2011-04-22,2012-10-22,2012-10-22,2012-06-22,2012-06-22,2012-07-22,2012-07-22,2010-07-22,2010-07-22,2011-05-22,2011-05-22,2010-04-22,2010-04-22,2013-04-22,2013-04-22,-0.269444444444444,0.354,16.4683141097028,-0.421111111111111,0.176083333333333,15.9636257746578
"49",49,1,10.1957081404406,-18.885308115387,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,114.140625,-913.125,2011-01-21,2011,2013-03-30,"2013","2013/03","03","fin","Subpolar North Atlantic",2013,-18.885308115387,-0.006,-0.292,-0.297,-19.183,2013-03-30,"30/03/2013","03","2013","F13066",88,49,2011-03-30,2012-09-30,2012-05-30,2012-06-30,2010-06-30,2011-04-30,2010-03-30,2013-03-30,2011-03-30,2011-03-30,2012-09-30,2012-09-30,2012-05-30,2012-05-30,2012-06-30,2012-06-30,2010-06-30,2010-06-30,2011-04-30,2011-04-30,2010-03-30,2010-03-30,2013-03-30,2013-03-30,-0.0316666666666667,0.279,16.8679360703143,-0.463611111111111,0.184138888888889,15.9321714137338
"50",50,2,10.2713145425209,-18.9005459249649,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,136.96875,-890.296875,2011-02-13,2011,2013-03-08,"2013","2013/03","03","fin","Subpolar North Atlantic",2013,-18.9005459249649,-0.006,-0.292,-0.297,-19.198,2013-03-08,"08/03/2013","03","2013","F13066",66,50,2011-03-08,2012-09-08,2012-05-08,2012-06-08,2010-06-08,2011-04-08,2010-03-08,2013-03-08,2011-03-08,2011-03-08,2012-09-08,2012-09-08,2012-05-08,2012-05-08,2012-06-08,2012-06-08,2010-06-08,2010-06-08,2011-04-08,2011-04-08,2010-03-08,2010-03-08,2013-03-08,2013-03-08,-0.0316666666666667,0.279,16.8679360703143,-0.463611111111111,0.184138888888889,15.9321714137338
"51",51,3,10.0868349214451,-18.9604813093047,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,159.796875,-867.46875,2011-03-08,2011,2013-02-13,"2013","2013/02","02","fin","Subpolar North Atlantic",2013,-18.9604813093047,-0.006,-0.292,-0.297,-19.258,2013-02-13,"13/02/2013","02","2013","F13066",43,51,2011-02-13,2012-08-13,2012-04-13,2012-05-13,2010-05-13,2011-03-13,2010-02-13,2013-02-13,2011-02-13,2011-02-13,2012-08-13,2012-08-13,2012-04-13,2012-04-13,2012-05-13,2012-05-13,2010-05-13,2010-05-13,2011-03-13,2011-03-13,2010-02-13,2010-02-13,2013-02-13,2013-02-13,0.00555555555555556,0.143,16.8829679039076,-0.4425,0.18775,16.0288514290205
"52",52,4,10.1277261217097,-18.821153395335,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,182.625,-844.640625,2011-03-31,2011,2013-01-21,"2013","2013/01","01","fin","Subpolar North Atlantic",2013,-18.821153395335,-0.006,-0.292,-0.297,-19.119,2013-01-21,"21/01/2013","01","2013","F13066",20,52,2011-01-21,2012-07-21,2012-03-21,2012-04-21,2010-04-21,2011-02-21,2010-01-21,2013-01-21,2011-01-21,2011-01-21,2012-07-21,2012-07-21,2012-03-21,2012-03-21,2012-04-21,2012-04-21,2010-04-21,2010-04-21,2011-02-21,2011-02-21,2010-01-21,2010-01-21,2013-01-21,2013-01-21,0.102222222222222,0.059,16.9328040666488,-0.490555555555556,0.1895,15.8264701749754
"53",53,5,10.14805179825,-18.9470567716047,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,205.453125,-821.8125,2011-04-23,2011,2012-12-29,"2012","2012/12","12","fin","Subpolar North Atlantic",2012,-18.9470567716047,-0.01,-0.32,-0.329,-19.276,2012-12-29,"29/12/2012","12","2012","F13066",363,53,2010-12-29,2012-06-29,2012-02-29,2012-03-29,2010-03-29,2011-01-29,2009-12-29,2012-12-29,2010-12-29,2010-12-29,2012-06-29,2012-06-29,2012-02-29,2012-02-29,2012-03-29,2012-03-29,2010-03-29,2010-03-29,2011-01-29,2011-01-29,2009-12-29,2009-12-29,2012-12-29,2012-12-29,0.0888888888888889,0.005,16.7651639817924,-0.5375,0.187055555555556,15.6824821873583
"54",54,6,10.1043515936883,-18.96533306816,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,228.28125,-798.984375,2011-05-16,2011,2012-12-06,"2012","2012/12","12","fin","Subpolar North Atlantic",2012,-18.96533306816,-0.01,-0.32,-0.329,-19.295,2012-12-06,"06/12/2012","12","2012","F13066",340,54,2010-12-06,2012-06-06,2012-02-06,2012-03-06,2010-03-06,2011-01-06,2009-12-06,2012-12-06,2010-12-06,2010-12-06,2012-06-06,2012-06-06,2012-02-06,2012-02-06,2012-03-06,2012-03-06,2010-03-06,2010-03-06,2011-01-06,2011-01-06,2009-12-06,2009-12-06,2012-12-06,2012-12-06,0.0888888888888889,0.005,16.7651639817924,-0.5375,0.187055555555556,15.6824821873583
"55",55,7,9.61755164054826,-19.0201619578258,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,251.109375,-776.15625,2011-06-07,2011,2012-11-13,"2012","2012/11","11","fin","Subpolar North Atlantic",2012,-19.0201619578258,-0.01,-0.32,-0.329,-19.35,2012-11-13,"13/11/2012","11","2012","F13066",317,55,2010-11-13,2012-05-13,2012-01-13,2012-02-13,2010-02-13,2010-12-13,2009-11-13,2012-11-13,2010-11-13,2010-11-13,2012-05-13,2012-05-13,2012-01-13,2012-01-13,2012-02-13,2012-02-13,2010-02-13,2010-02-13,2010-12-13,2010-12-13,2009-11-13,2009-11-13,2012-11-13,2012-11-13,0.113888888888889,-0.017,16.2688619400442,-0.591666666666667,0.185444444444444,15.4463040929418
"56",56,8,9.83910151483748,-19.0313308057207,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,273.9375,-753.328125,2011-06-30,2011,2012-10-22,"2012","2012/10","10","fin","Subpolar North Atlantic",2012,-19.0313308057207,-0.01,-0.32,-0.329,-19.361,2012-10-22,"22/10/2012","10","2012","F13066",295,56,2010-10-22,2012-04-22,2011-12-22,2012-01-22,2010-01-22,2010-11-22,2009-10-22,2012-10-22,2010-10-22,2010-10-22,2012-04-22,2012-04-22,2011-12-22,2011-12-22,2012-01-22,2012-01-22,2010-01-22,2010-01-22,2010-11-22,2010-11-22,2009-10-22,2009-10-22,2012-10-22,2012-10-22,0.0555555555555555,-0.086,16.2477933340853,-0.575555555555556,0.182805555555556,15.3761075933407
"57",57,9,9.56673744919753,-18.9968089122274,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,296.765625,-730.5,2011-07-23,2011,2012-09-29,"2012","2012/09","09","fin","Subpolar North Atlantic",2012,-18.9968089122274,-0.01,-0.32,-0.329,-19.326,2012-09-29,"29/09/2012","09","2012","F13066",272,57,2010-09-29,2012-03-29,2011-11-29,2011-12-29,2009-12-29,2010-10-29,2009-09-29,2012-09-29,2010-09-29,2010-09-29,2012-03-29,2012-03-29,2011-11-29,2011-11-29,2011-12-29,2011-12-29,2009-12-29,2009-12-29,2010-10-29,2010-10-29,2009-09-29,2009-09-29,2012-09-29,2012-09-29,0.00722222222222215,-0.066,15.4340244229819,-0.544444444444445,0.17825,15.3066836926488
"58",58,10,9.41937629428039,-19.0932671440469,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,319.59375,-707.671875,2011-08-15,2011,2012-09-06,"2012","2012/09","09","fin","Subpolar North Atlantic",2012,-19.0932671440469,-0.01,-0.32,-0.329,-19.423,2012-09-06,"06/09/2012","09","2012","F13066",249,58,2010-09-06,2012-03-06,2011-11-06,2011-12-06,2009-12-06,2010-10-06,2009-09-06,2012-09-06,2010-09-06,2010-09-06,2012-03-06,2012-03-06,2011-11-06,2011-11-06,2011-12-06,2011-12-06,2009-12-06,2009-12-06,2010-10-06,2010-10-06,2009-09-06,2009-09-06,2012-09-06,2012-09-06,0.00722222222222215,-0.066,15.4340244229819,-0.544444444444445,0.17825,15.3066836926488
"59",59,11,9.27201513936325,-18.9856400643325,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,342.421875,-684.84375,2011-09-07,2011,2012-08-14,"2012","2012/08","08","fin","Subpolar North Atlantic",2012,-18.9856400643325,-0.01,-0.32,-0.329,-19.315,2012-08-14,"14/08/2012","08","2012","F13066",226,59,2010-08-14,2012-02-14,2011-10-14,2011-11-14,2009-11-14,2010-09-14,2009-08-14,2012-08-14,2010-08-14,2010-08-14,2012-02-14,2012-02-14,2011-10-14,2011-10-14,2011-11-14,2011-11-14,2009-11-14,2009-11-14,2010-09-14,2010-09-14,2009-08-14,2009-08-14,2012-08-14,2012-08-14,-0.0788888888888889,-0.092,14.2972881516618,-0.4875,0.167416666666667,15.2031701637
"60",60,12,9.34010615577323,-18.9805633152893,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,365.25,-662.015625,2011-09-29,2011,2012-07-22,"2012","2012/07","07","fin","Subpolar North Atlantic",2012,-18.9805633152893,-0.01,-0.32,-0.329,-19.31,2012-07-22,"22/07/2012","07","2012","F13066",203,60,2010-07-22,2012-01-22,2011-09-22,2011-10-22,2009-10-22,2010-08-22,2009-07-22,2012-07-22,2010-07-22,2010-07-22,2012-01-22,2012-01-22,2011-09-22,2011-09-22,2011-10-22,2011-10-22,2009-10-22,2009-10-22,2010-08-22,2010-08-22,2009-07-22,2009-07-22,2012-07-22,2012-07-22,-0.174444444444445,0.042,13.4728205052169,-0.459166666666667,0.159694444444444,15.232471781854
"61",61,13,9.20392412295326,-19.1826179272061,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,388.078125,-639.1875,2011-10-22,2011,2012-06-29,"2012","2012/06","06","fin","Subpolar North Atlantic",2012,-19.1826179272061,-0.01,-0.32,-0.329,-19.512,2012-06-29,"29/06/2012","06","2012","F13066",180,61,2010-06-29,2011-12-29,2011-08-29,2011-09-29,2009-09-29,2010-07-29,2009-06-29,2012-06-29,2010-06-29,2010-06-29,2011-12-29,2011-12-29,2011-08-29,2011-08-29,2011-09-29,2011-09-29,2009-09-29,2009-09-29,2010-07-29,2010-07-29,2009-06-29,2009-06-29,2012-06-29,2012-06-29,-0.243888888888889,0.123,12.933897612171,-0.481944444444445,0.155638888888889,15.2199130552845
"62",62,14,9.63990988474259,-19.0282847562948,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,410.90625,-616.359375,2011-11-14,2011,2012-06-07,"2012","2012/06","06","fin","Subpolar North Atlantic",2012,-19.0282847562948,-0.01,-0.32,-0.329,-19.358,2012-06-07,"07/06/2012","06","2012","F13066",158,62,2010-06-07,2011-12-07,2011-08-07,2011-09-07,2009-09-07,2010-07-07,2009-06-07,2012-06-07,2010-06-07,2010-06-07,2011-12-07,2011-12-07,2011-08-07,2011-08-07,2011-09-07,2011-09-07,2009-09-07,2009-09-07,2010-07-07,2010-07-07,2009-06-07,2009-06-07,2012-06-07,2012-06-07,-0.243888888888889,0.123,12.933897612171,-0.481944444444445,0.155638888888889,15.2199130552845
"63",63,15,9.62466562733737,-18.9247190758149,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,433.734375,-593.53125,2011-12-07,2011,2012-05-15,"2012","2012/05","05","fin","Subpolar North Atlantic",2012,-18.9247190758149,-0.01,-0.32,-0.329,-19.254,2012-05-15,"15/05/2012","05","2012","F13066",135,63,2010-05-15,2011-11-15,2011-07-15,2011-08-15,2009-08-15,2010-06-15,2009-05-15,2012-05-15,2010-05-15,2010-05-15,2011-11-15,2011-11-15,2011-07-15,2011-07-15,2011-08-15,2011-08-15,2009-08-15,2009-08-15,2010-06-15,2010-06-15,2009-05-15,2009-05-15,2012-05-15,2012-05-15,-0.397777777777778,0.126,12.1535597756073,-0.444722222222222,0.150694444444444,15.3285613045193
"64",64,16,9.84621550162658,-19.0029010110791,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,456.5625,-570.703125,2011-12-30,2011,2012-04-22,"2012","2012/04","04","fin","Subpolar North Atlantic",2012,-19.0029010110791,-0.01,-0.32,-0.329,-19.332,2012-04-22,"22/04/2012","04","2012","F13066",112,64,2010-04-22,2011-10-22,2011-06-22,2011-07-22,2009-07-22,2010-05-22,2009-04-22,2012-04-22,2010-04-22,2010-04-22,2011-10-22,2011-10-22,2011-06-22,2011-06-22,2011-07-22,2011-07-22,2009-07-22,2009-07-22,2010-05-22,2010-05-22,2009-04-22,2009-04-22,2012-04-22,2012-04-22,-0.543888888888889,0.071,12.0065818487107,-0.378055555555556,0.144444444444444,15.4488657033159
"65",65,17,10.2740709927998,-18.7764780037554,"B","F13066","male","mature",NA,NA,1819,NA,2013-07-23,NA,NA,"NA",2013,479.390625,-547.875,2012-01-22,2012,2012-03-30,"2012","2012/03","03","fin","Subpolar North Atlantic",2012,-18.7764780037554,-0.01,-0.32,-0.329,-19.106,2012-03-30,"30/03/2012","03","2012","F13066",89,65,2010-03-30,2011-09-30,2011-05-30,2011-06-30,2009-06-30,2010-04-30,2009-03-30,2012-03-30,2010-03-30,2010-03-30,2011-09-30,2011-09-30,2011-05-30,2011-05-30,2011-06-30,2011-06-30,2009-06-30,2009-06-30,2010-04-30,2010-04-30,2009-03-30,2009-03-30,2012-03-30,2012-03-30,-0.647777777777778,0.157,12.0404143102049,-0.398333333333333,0.138611111111111,15.4890004983556
